id,recorded_at,jenis_makanan,battery,temperature,humidity,gas_level,status,lid_status,expired_days,predicted_spoiled
121,2025-09-02 01:38:49.994 +0700,fruits,84,27.53,69.47,403.99,bad,OPEN,6.64,0.31
122,2025-09-02 01:38:55.357 +0700,fruits,86,28.02,40.19,416.44,bad,OPEN,7.94,1.61
123,2025-09-02 01:39:00.718 +0700,fruits,83,19.29,56.93,400.67,good,CLOSED,6.32,-0.01
124,2025-09-02 01:39:06.097 +0700,fruits,42,26.21,54.56,398.57,warning,OPEN,7.19,0.86
125,2025-09-02 01:39:11.489 +0700,fruits,43,20.46,49.25,408.41,warning,CLOSED,6.76,0.43
126,2025-09-02 01:39:16.876 +0700,fruits,97,21.76,74.04,417.45,bad,OPEN,5.75,-0.58
127,2025-09-02 01:39:22.281 +0700,fruits,61,24.73,40.96,401.45,warning,CLOSED,7.62,1.29
128,2025-09-02 01:39:27.657 +0700,fruits,33,20.83,71.19,401.38,warning,OPEN,5.85,-0.48
129,2025-09-02 01:39:33.035 +0700,fruits,74,24.18,75.95,417.82,bad,OPEN,5.92,-0.41
130,2025-09-02 01:39:38.430 +0700,fruits,40,28.97,87.68,411.7,bad,CLOSED,5.94,-0.39
131,2025-09-02 01:39:43.834 +0700,fruits,33,18.88,54.79,406.5,warning,OPEN,6.35,0.02
132,2025-09-02 01:39:49.254 +0700,fruits,35,21.9,40.72,411.37,bad,OPEN,7.28,0.95
133,2025-09-02 01:39:54.642 +0700,fruits,70,20.94,45.76,395.8,good,OPEN,7.02,0.69
134,2025-09-02 01:40:00.023 +0700,fruits,56,18.49,73.34,409.13,warning,CLOSED,5.46,-0.87
135,2025-09-02 01:40:05.393 +0700,fruits,75,25.46,81.52,407.37,bad,CLOSED,5.86,-0.47
136,2025-09-02 01:40:10.783 +0700,fruits,92,20.6,85.52,415.68,bad,OPEN,5.12,-1.21
137,2025-09-02 01:40:16.162 +0700,fruits,51,27.66,43.26,410.81,bad,CLOSED,7.79,1.46
138,2025-09-02 01:40:21.562 +0700,fruits,100,19.35,55.73,398.46,good,CLOSED,6.39,0.06
139,2025-09-02 01:40:26.900 +0700,fruits,42,23.81,53.64,406.75,warning,CLOSED,6.93,0.6
140,2025-09-02 01:40:32.261 +0700,fruits,63,25.46,88.2,419.94,bad,CLOSED,5.5,-0.83
141,2025-09-02 01:40:37.592 +0700,fruits,82,29.94,50.38,416.87,bad,CLOSED,7.69,1.36
142,2025-09-02 01:40:42.907 +0700,fruits,65,26.49,86.95,405.83,bad,OPEN,5.74,-0.59
143,2025-09-02 01:40:48.375 +0700,fruits,50,25.97,61.82,416.72,bad,CLOSED,6.75,0.42
144,2025-09-02 01:40:53.731 +0700,fruits,90,21.57,91.73,406.91,bad,CLOSED,4.99,-1.34
145,2025-09-02 01:40:59.079 +0700,fruits,43,28.87,47.89,418.19,bad,OPEN,7.68,1.35
146,2025-09-02 01:41:04.429 +0700,fruits,78,20.95,64.26,414.77,bad,CLOSED,6.11,-0.22
147,2025-09-02 01:41:09.809 +0700,fruits,89,19.99,60.24,419.39,bad,OPEN,6.16,-0.17
148,2025-09-02 01:41:15.195 +0700,fruits,46,22.45,49.54,395.7,good,OPEN,7.02,0.69
149,2025-09-02 01:41:20.611 +0700,fruits,82,19.3,71.09,395.2,warning,OPEN,5.72,-0.61
150,2025-09-02 01:41:25.996 +0700,fruits,95,28.58,74.8,419.61,bad,OPEN,6.44,0.11
151,2025-09-02 01:41:31.376 +0700,fruits,91,26.66,58.15,404.0,warning,CLOSED,7.05,0.72
152,2025-09-02 01:41:36.776 +0700,fruits,53,18.27,65.08,417.66,bad,CLOSED,5.77,-0.56
153,2025-09-02 01:41:42.149 +0700,fruits,45,25.32,85.78,410.8,bad,CLOSED,5.64,-0.69
154,2025-09-02 01:41:47.541 +0700,fruits,52,25.87,81.42,404.68,bad,OPEN,5.92,-0.41
155,2025-09-02 01:41:52.934 +0700,fruits,31,26.4,40.91,395.66,warning,CLOSED,7.83,1.5
156,2025-09-02 01:41:58.329 +0700,fruits,75,20.18,58.22,396.48,good,CLOSED,6.38,0.05
157,2025-09-02 01:42:03.726 +0700,fruits,65,25.49,55.53,414.92,bad,CLOSED,6.99,0.66
158,2025-09-02 01:42:09.108 +0700,fruits,74,22.36,48.8,395.81,good,CLOSED,7.04,0.71
159,2025-09-02 01:42:14.487 +0700,fruits,85,25.1,67.81,395.77,warning,CLOSED,6.49,0.16
160,2025-09-02 01:42:19.802 +0700,fruits,56,27.53,86.02,415.31,bad,CLOSED,5.85,-0.48
161,2025-09-02 01:50:39.590 +0700,fruits,38,23.53,53.0,419.18,bad,CLOSED,6.87,0.54
162,2025-09-02 01:50:44.961 +0700,fruits,64,24.76,82.28,401.45,bad,OPEN,5.78,-0.55
163,2025-09-02 01:50:50.373 +0700,fruits,72,21.84,65.51,400.99,good,CLOSED,6.21,-0.12
164,2025-09-02 01:50:55.779 +0700,fruits,66,29.01,93.94,411.88,bad,CLOSED,5.67,-0.66
165,2025-09-02 01:51:01.173 +0700,fruits,34,22.28,65.65,411.14,bad,OPEN,6.21,-0.12
166,2025-09-02 01:51:06.557 +0700,fruits,32,25.64,69.3,414.31,bad,CLOSED,6.39,0.06
167,2025-09-02 01:51:11.941 +0700,fruits,67,23.8,44.23,415.75,bad,CLOSED,7.31,0.98
168,2025-09-02 01:51:17.299 +0700,fruits,57,25.89,44.02,405.09,warning,OPEN,7.59,1.26
169,2025-09-02 01:51:22.560 +0700,fruits,86,28.0,54.83,397.3,bad,OPEN,7.37,1.04
170,2025-09-02 01:51:27.935 +0700,fruits,36,24.6,57.7,414.59,bad,OPEN,6.8,0.47
171,2025-09-02 01:51:33.280 +0700,fruits,39,29.82,81.83,409.37,bad,OPEN,6.31,-0.02
172,2025-09-02 01:51:38.632 +0700,fruits,46,24.49,86.17,406.41,bad,OPEN,5.55,-0.78
173,2025-09-02 01:51:44.044 +0700,fruits,83,21.86,42.16,403.33,good,CLOSED,7.25,0.92
174,2025-09-02 01:51:49.425 +0700,fruits,37,21.94,67.47,419.45,bad,OPEN,6.05,-0.28
175,2025-09-02 01:51:54.773 +0700,fruits,87,20.59,85.9,412.69,bad,OPEN,5.11,-1.22
176,2025-09-02 01:52:00.134 +0700,fruits,84,22.49,59.67,403.84,good,OPEN,6.53,0.2
177,2025-09-02 01:52:05.521 +0700,fruits,60,19.42,51.93,404.78,warning,CLOSED,6.54,0.21
178,2025-09-02 01:52:10.866 +0700,fruits,40,22.11,56.3,405.18,warning,CLOSED,6.63,0.3
179,2025-09-02 01:52:16.246 +0700,fruits,72,24.52,86.38,408.17,bad,CLOSED,5.54,-0.79
180,2025-09-02 01:52:21.605 +0700,fruits,100,23.08,79.27,396.73,bad,CLOSED,5.75,-0.58
181,2025-09-02 01:53:27.358 +0700,fruits,82,20.16,72.94,404.49,bad,OPEN,5.68,-0.65
182,2025-09-02 01:53:32.746 +0700,fruits,73,22.85,54.86,406.36,warning,CLOSED,6.77,0.44
183,2025-09-02 01:53:38.107 +0700,fruits,43,18.42,88.91,395.1,bad,OPEN,4.83,-1.5
184,2025-09-02 01:53:43.502 +0700,fruits,58,28.81,83.02,417.11,bad,CLOSED,6.11,-0.22
185,2025-09-02 01:53:48.850 +0700,fruits,83,27.68,65.06,400.59,bad,CLOSED,6.87,0.54
186,2025-09-02 01:53:54.234 +0700,fruits,96,24.79,43.14,401.72,warning,CLOSED,7.53,1.2
187,2025-09-02 01:53:59.586 +0700,fruits,71,18.52,84.81,409.88,bad,OPEN,4.95,-1.38
188,2025-09-02 01:54:04.945 +0700,fruits,66,28.46,90.2,397.05,bad,CLOSED,5.84,-0.49
189,2025-09-02 01:54:10.297 +0700,fruits,81,21.36,50.42,419.44,bad,OPEN,6.75,0.42
190,2025-09-02 01:54:15.689 +0700,fruits,46,23.11,82.51,419.9,bad,OPEN,5.5,-0.83
191,2025-09-02 01:54:21.094 +0700,fruits,97,24.94,41.59,400.83,warning,OPEN,7.62,1.29
192,2025-09-02 01:54:26.473 +0700,fruits,80,22.29,59.8,419.8,bad,OPEN,6.43,0.1
193,2025-09-02 01:54:31.861 +0700,fruits,41,21.96,78.19,396.67,bad,OPEN,5.68,-0.65
194,2025-09-02 01:54:37.211 +0700,fruits,50,22.94,91.16,408.28,bad,OPEN,5.15,-1.18
195,2025-09-02 01:54:42.604 +0700,fruits,66,25.12,50.54,403.3,warning,OPEN,7.22,0.89
196,2025-09-02 01:54:47.968 +0700,fruits,59,27.1,75.18,418.87,bad,OPEN,6.27,-0.06
197,2025-09-02 01:54:53.347 +0700,fruits,81,25.25,73.88,412.36,bad,CLOSED,6.16,-0.17
198,2025-09-02 01:54:58.762 +0700,fruits,81,28.78,50.68,407.34,bad,CLOSED,7.6,1.27
199,2025-09-02 01:55:04.163 +0700,fruits,62,21.96,60.39,412.33,bad,CLOSED,6.4,0.07
200,2025-09-02 01:55:09.550 +0700,fruits,68,20.33,65.91,419.52,bad,CLOSED,5.95,-0.38
201,2025-09-02 01:55:14.928 +0700,fruits,38,23.27,65.86,397.83,warning,CLOSED,6.37,0.04
202,2025-09-02 01:55:20.294 +0700,fruits,73,27.8,87.27,403.42,bad,OPEN,5.87,-0.46
203,2025-09-02 01:55:25.692 +0700,fruits,36,20.49,63.74,396.76,good,CLOSED,6.17,-0.16
204,2025-09-02 01:55:31.110 +0700,fruits,30,26.11,57.91,407.41,bad,OPEN,6.98,0.65
205,2025-09-02 01:55:36.521 +0700,fruits,66,28.65,85.72,416.73,bad,OPEN,5.97,-0.36
206,2025-09-02 01:55:41.897 +0700,fruits,93,25.63,83.08,411.73,bad,OPEN,5.79,-0.54
207,2025-09-02 01:55:47.283 +0700,fruits,87,20.72,42.99,409.7,warning,CLOSED,7.06,0.73
208,2025-09-02 01:55:52.686 +0700,fruits,77,20.72,55.63,410.59,bad,CLOSED,6.49,0.16
209,2025-09-02 01:55:58.127 +0700,fruits,89,20.29,46.25,403.63,good,CLOSED,6.89,0.56
210,2025-09-02 01:56:03.517 +0700,fruits,76,25.17,62.2,419.34,bad,OPEN,6.64,0.31
211,2025-09-02 01:56:08.916 +0700,fruits,50,18.46,77.95,398.88,bad,CLOSED,5.3,-1.03
212,2025-09-02 01:56:14.303 +0700,fruits,46,28.58,84.13,405.94,bad,CLOSED,6.09,-0.24
213,2025-09-02 01:56:19.715 +0700,fruits,99,26.09,72.27,413.48,bad,OPEN,6.31,-0.02
214,2025-09-02 01:56:25.117 +0700,fruits,44,20.56,66.38,416.01,bad,CLOSED,5.97,-0.36
215,2025-09-02 01:56:30.473 +0700,fruits,44,27.97,57.77,400.34,bad,OPEN,7.22,0.89
216,2025-09-02 01:56:35.859 +0700,fruits,56,23.26,57.58,401.19,good,CLOSED,6.72,0.39
217,2025-09-02 01:56:41.259 +0700,fruits,37,28.99,40.99,399.72,bad,OPEN,8.09,1.76
218,2025-09-02 01:56:46.613 +0700,fruits,73,29.97,40.23,415.21,bad,CLOSED,8.15,1.82
219,2025-09-02 01:56:52.025 +0700,fruits,88,22.24,91.77,416.36,bad,CLOSED,5.01,-1.32
220,2025-09-02 01:56:57.431 +0700,fruits,38,20.56,56.73,416.3,bad,CLOSED,6.4,0.07
221,2025-09-02 01:57:02.831 +0700,fruits,75,21.72,80.74,401.03,bad,CLOSED,5.52,-0.81
222,2025-09-02 01:57:08.107 +0700,fruits,45,18.57,69.09,412.63,bad,CLOSED,5.65,-0.68
223,2025-09-02 01:57:13.380 +0700,fruits,93,21.37,57.77,416.21,bad,CLOSED,6.44,0.11
224,2025-09-02 01:57:18.616 +0700,fruits,56,28.33,92.61,397.88,bad,CLOSED,5.72,-0.61
225,2025-09-02 01:57:23.931 +0700,fruits,66,20.68,79.03,402.47,bad,OPEN,5.48,-0.85
226,2025-09-02 01:57:29.261 +0700,fruits,69,22.74,66.63,406.14,warning,CLOSED,6.24,-0.09
227,2025-09-02 01:57:34.670 +0700,fruits,39,22.4,55.82,414.3,bad,OPEN,6.64,0.31
228,2025-09-02 01:57:40.062 +0700,fruits,33,23.23,57.29,419.8,bad,OPEN,6.64,0.31
229,2025-09-02 01:57:45.454 +0700,fruits,76,22.5,84.11,402.14,bad,CLOSED,5.45,-0.88
230,2025-09-02 01:57:50.843 +0700,fruits,75,21.23,44.33,399.23,good,CLOSED,7.1,0.77
231,2025-09-02 01:57:56.211 +0700,fruits,90,22.51,53.17,405.15,warning,OPEN,6.82,0.49
232,2025-09-02 01:58:01.633 +0700,fruits,96,22.72,40.64,418.26,bad,OPEN,7.34,1.01
233,2025-09-02 01:58:07.042 +0700,fruits,38,24.85,82.89,403.77,bad,OPEN,5.75,-0.58
234,2025-09-02 01:58:12.443 +0700,fruits,70,22.72,51.68,404.9,warning,OPEN,6.91,0.58
235,2025-09-02 01:58:17.854 +0700,fruits,70,29.6,80.18,406.0,bad,OPEN,6.37,0.04
236,2025-09-02 01:58:23.245 +0700,fruits,37,21.3,87.57,399.45,bad,OPEN,5.18,-1.15
237,2025-09-02 01:58:28.630 +0700,fruits,78,27.76,94.09,409.57,bad,CLOSED,5.54,-0.79
238,2025-09-02 01:58:34.063 +0700,fruits,34,18.54,93.18,413.44,bad,OPEN,4.56,-1.77
239,2025-09-02 01:58:39.455 +0700,fruits,42,25.74,53.32,417.81,bad,CLOSED,7.1,0.77
240,2025-09-02 01:58:44.862 +0700,fruits,59,26.6,87.06,419.58,bad,CLOSED,5.68,-0.65
241,2025-09-02 01:58:50.271 +0700,fruits,78,19.49,53.86,409.66,warning,CLOSED,6.44,0.11
242,2025-09-02 01:58:55.655 +0700,fruits,61,25.32,54.02,396.49,warning,CLOSED,7.12,0.79
243,2025-09-02 01:59:01.043 +0700,fruits,33,29.78,67.33,396.2,bad,CLOSED,7.01,0.68
244,2025-09-02 01:59:06.460 +0700,fruits,66,21.68,75.3,399.97,bad,OPEN,5.76,-0.57
245,2025-09-02 01:59:11.864 +0700,fruits,34,24.63,44.75,403.02,warning,OPEN,7.43,1.1
246,2025-09-02 01:59:17.261 +0700,fruits,35,20.16,68.9,395.98,warning,CLOSED,5.9,-0.43
247,2025-09-02 01:59:22.614 +0700,fruits,58,23.69,50.8,414.45,bad,CLOSED,7.01,0.68
248,2025-09-02 01:59:27.966 +0700,fruits,40,28.58,67.75,416.5,bad,OPEN,6.77,0.44
249,2025-09-02 01:59:33.344 +0700,fruits,65,24.03,49.48,402.09,warning,OPEN,7.16,0.83
250,2025-09-02 01:59:38.737 +0700,fruits,43,22.47,66.4,399.71,good,CLOSED,6.25,-0.08
251,2025-09-02 01:59:44.143 +0700,fruits,43,28.31,42.63,412.52,bad,CLOSED,7.88,1.55
252,2025-09-02 01:59:49.566 +0700,fruits,77,24.37,57.81,419.66,bad,CLOSED,6.74,0.41
253,2025-09-02 01:59:54.989 +0700,fruits,95,18.16,91.38,415.1,bad,CLOSED,4.6,-1.73
254,2025-09-02 02:00:00.353 +0700,fruits,81,23.99,59.63,418.65,bad,OPEN,6.63,0.3
255,2025-09-02 02:00:05.751 +0700,fruits,52,18.98,73.86,408.07,bad,OPEN,5.5,-0.83
256,2025-09-02 02:00:11.135 +0700,fruits,90,25.72,59.89,403.73,warning,CLOSED,6.87,0.54
257,2025-09-02 02:00:16.527 +0700,fruits,100,24.13,42.14,395.95,warning,CLOSED,7.53,1.2
258,2025-09-02 02:00:21.938 +0700,fruits,90,20.04,72.26,412.89,bad,CLOSED,5.66,-0.67
259,2025-09-02 02:00:27.302 +0700,fruits,84,22.07,40.3,409.02,warning,OPEN,7.33,1.0
260,2025-09-02 02:00:32.676 +0700,fruits,81,22.63,58.39,396.16,good,CLOSED,6.64,0.31
261,2025-09-02 02:00:38.038 +0700,fruits,97,28.81,40.95,416.65,bad,CLOSED,7.99,1.66
262,2025-09-02 02:00:43.431 +0700,fruits,62,26.48,90.47,403.48,bad,OPEN,5.59,-0.74
263,2025-09-02 02:00:48.839 +0700,fruits,49,26.22,42.12,419.8,bad,CLOSED,7.64,1.31
264,2025-09-02 02:00:54.226 +0700,fruits,83,25.05,72.42,404.31,bad,CLOSED,6.24,-0.09
265,2025-09-02 02:00:59.628 +0700,fruits,83,22.61,94.58,397.51,bad,CLOSED,5.02,-1.31
266,2025-09-02 02:01:05.031 +0700,fruits,73,25.18,78.38,404.45,bad,OPEN,5.98,-0.35
267,2025-09-02 02:01:10.411 +0700,fruits,83,24.01,63.04,418.76,bad,OPEN,6.48,0.15
268,2025-09-02 02:01:15.724 +0700,fruits,44,18.56,72.64,409.11,bad,CLOSED,5.5,-0.83
269,2025-09-02 02:01:21.015 +0700,fruits,54,28.36,84.91,399.94,bad,OPEN,6.06,-0.27
270,2025-09-02 02:01:26.423 +0700,fruits,92,23.69,87.41,415.42,bad,OPEN,5.37,-0.96
271,2025-09-02 02:01:31.821 +0700,fruits,52,29.44,92.25,401.96,bad,CLOSED,5.84,-0.49
272,2025-09-02 02:01:37.225 +0700,fruits,47,28.7,70.85,416.91,bad,OPEN,6.64,0.31
273,2025-09-02 02:01:42.609 +0700,fruits,91,26.84,64.45,397.76,bad,CLOSED,6.82,0.49
274,2025-09-02 02:01:47.990 +0700,fruits,44,23.92,55.07,402.01,warning,OPEN,6.9,0.57
275,2025-09-02 02:01:53.395 +0700,fruits,73,23.47,94.6,413.22,bad,OPEN,5.03,-1.3
276,2025-09-02 02:01:58.816 +0700,fruits,43,19.41,48.78,417.73,bad,CLOSED,6.62,0.29
277,2025-09-02 02:02:04.234 +0700,fruits,52,20.06,42.91,415.04,bad,OPEN,6.96,0.63
